N,P,K,temperature,humidity,ph,rainfall,label
89.87,50.95,73.35,31.53,92.85,5.99,184.58,papaya
100.75,45.27,101.68,27.93,91.83,6.23,180.59,papaya
86.7,38.8,95.07,28.62,90.62,5.95,159.96,papaya
99.13,37.51,80.45,32.09,92.19,6.21,181.44,papaya
80.42,50.74,98.61,29.01,91.42,6.17,159.89,papaya
104.43,48.91,79.55,26.08,92.22,6.09,157.03,papaya
92.57,37.68,102.77,30.35,94.49,6.06,188.31,papaya
103.1,47.59,74.69,30.75,91.98,6.06,161.65,papaya
97.46,44.38,87.05,30.17,90.03,6.13,168.53,papaya
107.71,47.17,106.61,28.6,92.29,5.87,175.38,papaya
97.72,36.15,95.6,28.82,91.48,5.82,173.71,papaya
83.84,46.1,85.93,29.58,91.33,5.92,180.82,papaya
93.83,49.52,88.56,32.6,91.61,6.24,183.3,papaya
79.79,49.27,87.77,31.68,93.21,6.22,161.59,papaya
74.38,41.88,80.22,29.6,92.31,5.9,181.37,papaya
97.27,48.64,82.89,29.78,93.82,5.84,167.94,papaya
94.12,43.89,107.66,29.17,93.03,5.91,166.25,papaya
88.23,50.41,89.96,32.03,92.77,5.93,163.05,papaya
71.08,45.33,97.46,29.87,92.68,6.24,170.34,papaya
91.54,45.04,92.05,27.58,91.47,5.82,176.48,papaya
80.62,42.86,97.61,28.2,91.28,5.75,186.43,papaya
87.83,41.2,62.71,30.43,91.88,5.75,185.62,papaya
98.1,43.3,74.3,33.28,93.6,6.25,177.5,papaya
89.35,42.45,88.75,32.9,92.33,5.81,169.47,papaya
82.95,53.36,77.33,28.38,92.26,5.77,142.66,papaya
80.34,38.62,92.83,32.19,92.88,5.82,170.19,papaya
95.87,44.11,78.1,29.22,93.22,6.05,173.81,papaya
85.82,44.24,86.65,29.58,91.44,6.25,164.76,papaya
87.37,39.34,83.21,26.18,93.08,5.99,158.12,papaya
93.69,42.96,82.03,26.92,91.78,6.09,168.15,papaya
75.34,43.14,89.54,30.18,91.48,5.83,166.82,papaya
93.92,51.83,88.04,27.35,92.25,5.99,162.48,papaya
76.45,39.98,92.72,30.95,91.92,5.84,173.16,papaya
92.95,51.16,85.66,31.57,92.24,5.78,178.47,papaya
95.91,48.51,97.72,30.88,92.05,5.67,163.61,papaya
90.01,42.08,94.16,32.35,92.39,5.85,184.11,papaya
87.99,44.85,67.73,27.08,93.25,6.06,182.61,papaya
112.44,44.52,89.82,29.7,92.63,6.18,162.77,papaya
105.84,35.35,95.25,32.15,92.74,6.11,158.57,papaya
106.76,50.77,82.94,26.86,91.71,5.91,150.19,papaya
92.5,47.55,91.04,29.62,93.5,6.05,192.95,papaya
83.8,46.52,81.91,29.6,93.25,6.09,180.95,papaya
99.5,41.56,62.59,26.52,94.22,5.81,181.36,papaya
84.53,40.83,97.01,31.58,93.21,5.92,178.11,papaya
91.22,54.2,93.85,31.57,91.33,6.29,186.06,papaya
81.32,51.61,81.57,30.4,92.18,5.76,168.16,papaya
84.75,50.53,79.02,29.07,91.68,6.13,172.67,papaya
98.37,41.85,92.14,31.65,92.2,5.94,171.64,papaya
94.64,45.35,77.29,29.14,91.61,6.49,172.23,papaya
72.98,43.07,78.38,33.9,93.02,5.92,182.46,papaya
100.13,41.33,79.62,27.88,92.25,5.99,167.89,papaya
96.1,46.6,89.27,31.55,90.99,5.99,157.85,papaya
94.19,49.33,83.1,26.52,94.16,6.24,182.31,papaya
80.12,48.03,92.99,30.64,93.65,6.37,172.21,papaya
94.17,52.36,90.87,29.93,92.59,6.3,184.1,papaya
64.84,54.33,88.48,27.8,93.65,6.09,171.53,papaya
90.36,52.43,97.73,28.82,91.0,5.86,165.25,papaya
85.18,50.91,78.72,29.64,93.76,5.85,175.21,papaya
86.22,55.59,94.71,28.24,91.55,5.86,157.78,papaya
99.42,38.0,94.63,30.4,93.67,6.27,184.29,papaya
83.65,45.23,78.8,33.53,92.45,6.25,179.14,papaya
85.74,41.01,88.15,29.28,92.33,6.23,182.69,papaya
108.27,36.84,78.95,29.34,94.41,6.39,165.28,papaya
90.93,46.27,108.75,31.13,93.8,6.04,163.02,papaya
81.96,41.44,98.41,31.76,94.38,6.1,170.68,papaya
83.56,46.08,98.48,26.31,91.65,5.78,190.58,papaya
98.19,42.81,94.39,32.28,92.13,6.06,169.06,papaya
93.5,46.33,96.02,29.02,91.75,6.04,167.26,papaya
90.33,51.13,84.79,29.68,92.78,5.99,165.91,papaya
80.58,38.22,87.03,31.87,94.2,5.94,174.05,papaya
95.8,47.21,80.56,31.46,93.06,5.74,175.21,papaya
94.87,40.54,80.71,32.16,93.04,6.33,157.49,papaya
85.0,41.78,81.85,28.79,92.48,5.75,163.01,papaya
84.02,50.49,89.17,30.84,92.27,5.85,167.85,papaya
98.77,50.61,101.97,33.88,94.22,6.0,168.61,papaya
91.52,45.95,84.76,27.46,92.83,5.88,168.15,papaya
74.35,50.52,75.62,33.17,91.74,6.08,168.88,papaya
79.23,41.37,96.13,29.23,93.25,5.98,163.3,papaya
91.34,48.19,96.94,33.19,91.88,5.81,180.21,papaya
82.61,45.45,79.8,29.29,92.05,6.05,173.72,papaya
85.13,41.55,98.59,27.5,92.31,5.96,172.59,papaya
102.4,47.72,98.2,28.96,92.44,5.76,175.4,papaya
78.82,49.87,87.58,32.73,92.05,5.96,155.76,papaya
100.09,46.66,99.75,26.71,92.83,6.26,186.92,papaya
80.6,55.63,77.59,28.24,93.39,5.82,170.97,papaya
85.88,54.94,91.08,33.08,93.03,5.86,189.86,papaya
91.66,47.73,94.41,33.11,91.31,6.28,153.75,papaya
80.6,37.3,92.43,29.81,92.87,5.67,161.85,papaya
95.98,49.23,76.41,29.53,93.08,6.18,141.91,papaya
95.44,41.02,69.89,32.43,92.32,6.11,178.64,papaya
75.16,42.3,110.45,31.11,92.58,6.56,156.84,coconut
60.77,51.02,112.57,31.47,94.11,7.29,159.76,coconut
59.15,40.76,147.73,29.73,92.91,6.58,161.39,coconut
82.93,54.29,153.85,30.63,91.3,6.78,162.55,coconut
70.12,33.17,135.71,31.13,92.55,6.44,174.4,coconut
69.52,49.75,142.74,30.48,93.13,5.76,161.68,coconut
56.92,45.71,129.33,30.4,92.18,6.84,161.94,coconut
75.98,45.0,97.48,29.34,92.59,6.33,163.05,coconut
86.55,44.05,119.75,29.67,91.18,6.99,162.7,coconut
76.54,41.36,101.83,28.46,93.79,6.85,148.75,coconut
68.63,47.52,139.9,29.07,91.59,6.38,162.3,coconut
93.33,46.84,117.26,29.27,91.87,6.34,164.68,coconut
80.62,36.59,124.1,30.41,92.16,6.64,171.44,coconut
61.27,45.46,118.6,33.01,92.63,6.82,153.22,coconut
81.49,50.83,130.24,28.66,93.52,6.08,169.68,coconut
77.62,44.05,111.47,29.98,92.16,7.19,180.63,coconut
89.75,45.21,120.45,30.53,93.14,6.64,151.96,coconut
73.26,49.83,157.48,29.16,92.17,6.38,182.02,coconut
76.96,43.67,120.6,30.17,92.75,6.7,174.02,coconut
83.18,52.64,116.47,29.81,92.18,6.61,174.48,coconut
79.96,44.85,108.21,28.32,91.7,6.26,162.29,coconut
83.57,48.68,100.59,27.61,92.27,6.75,163.23,coconut
75.08,43.17,131.31,30.59,92.38,6.04,166.97,coconut
71.9,45.72,98.93,32.74,92.6,6.88,173.18,coconut
81.83,42.62,111.57,27.72,93.1,6.6,171.83,coconut
67.29,44.72,104.76,27.17,92.5,6.02,205.26,coconut
79.06,51.19,132.0,30.41,91.6,6.58,185.02,coconut
67.54,50.5,117.42,31.47,91.96,6.85,180.14,coconut
73.38,45.54,127.45,31.12,93.68,6.47,163.42,coconut
75.83,46.89,101.03,31.04,93.49,6.56,169.77,coconut
71.32,46.8,118.54,30.3,91.95,6.68,179.15,coconut
72.08,45.8,135.24,29.71,91.62,6.69,162.76,coconut
77.87,44.66,124.82,29.85,92.08,6.84,162.91,coconut
80.92,53.46,111.62,29.77,92.57,6.43,171.41,coconut
66.37,39.45,113.87,30.37,92.97,6.7,161.66,coconut
60.07,48.16,110.34,30.59,92.44,6.17,168.96,coconut
76.87,49.3,122.81,33.36,91.79,7.18,185.21,coconut
72.48,38.83,114.07,29.47,92.98,6.7,172.37,coconut
60.08,35.14,122.36,32.21,92.63,7.11,151.89,coconut
75.67,50.94,121.94,32.29,93.28,6.4,161.63,coconut
63.7,45.39,146.02,27.34,92.41,6.86,168.54,coconut
60.47,44.54,127.31,30.34,92.26,6.51,181.52,coconut
67.75,53.26,112.55,30.1,92.4,6.79,180.83,coconut
73.95,35.92,114.38,27.45,90.84,6.36,161.6,coconut
73.59,36.89,128.1,32.81,92.2,7.08,145.92,coconut
82.16,48.88,120.71,30.23,92.65,6.17,148.88,coconut
83.2,47.65,126.36,29.49,91.75,6.2,148.65,coconut
67.19,48.12,126.68,29.58,93.79,6.31,167.01,coconut
89.4,54.03,139.09,32.35,91.74,6.4,157.57,coconut
87.2,38.31,114.18,28.99,91.84,6.21,184.67,coconut
81.64,45.88,104.16,29.13,92.71,6.42,163.73,coconut
70.66,46.73,121.95,31.18,93.33,6.73,161.86,coconut
75.65,31.61,112.76,31.46,92.51,6.11,151.34,coconut
72.16,41.84,109.59,31.74,93.78,6.64,153.3,coconut
88.74,52.29,119.33,31.23,91.85,6.16,186.24,coconut
80.19,45.23,123.88,30.23,93.1,6.89,184.31,coconut
67.64,44.98,120.74,27.52,93.91,6.57,147.66,coconut
75.61,42.94,104.07,32.15,92.78,6.61,179.91,coconut
87.95,45.35,108.87,29.22,92.9,6.38,168.35,coconut
85.05,52.11,108.82,29.58,93.54,6.3,164.53,coconut
78.41,51.53,113.99,31.28,92.47,6.67,164.38,coconut
76.97,39.22,108.29,28.3,92.44,6.54,168.12,coconut
79.62,37.24,126.27,29.21,91.25,6.26,173.7,coconut
64.18,51.98,103.92,29.64,92.71,6.2,154.25,coconut
79.75,42.47,108.54,29.9,92.61,6.71,158.09,coconut
83.47,43.5,99.1,28.4,92.72,6.52,138.73,coconut
63.86,45.84,125.52,27.63,92.81,6.45,165.21,coconut
75.12,46.57,120.83,31.33,92.55,6.86,165.0,coconut
72.17,32.37,130.46,30.92,91.15,5.8,164.42,coconut
66.96,43.64,139.07,29.87,92.71,6.63,169.42,coconut
56.37,48.1,149.41,29.61,93.36,6.83,184.78,coconut
70.65,53.47,98.87,30.37,92.86,6.44,152.3,coconut
84.71,39.96,119.59,30.35,92.22,6.45,162.09,coconut
69.58,41.11,127.79,31.73,92.71,6.3,166.55,coconut
92.72,45.89,101.31,26.49,93.44,6.13,163.47,coconut
69.5,44.19,139.77,31.05,92.38,6.28,145.24,coconut
77.5,44.96,95.75,28.73,91.29,6.31,169.82,coconut
62.24,44.81,109.06,31.35,92.92,6.68,151.79,coconut
62.44,52.7,117.52,27.94,91.99,6.93,152.18,coconut
81.06,35.06,147.5,30.1,92.03,6.17,143.35,coconut
71.16,40.43,125.5,29.83,92.49,6.68,179.96,coconut
69.53,39.07,125.05,28.52,90.92,6.09,186.74,coconut
79.64,44.7,109.72,31.98,92.45,5.85,136.29,coconut
64.76,47.45,95.99,27.53,93.44,7.24,140.74,coconut
65.29,43.35,110.9,29.42,90.61,6.25,163.86,coconut
62.38,46.36,104.98,28.55,93.91,5.95,184.6,coconut
59.75,43.66,122.39,31.52,91.34,6.8,178.09,coconut
82.39,35.92,127.26,30.85,92.17,7.09,165.08,coconut
71.02,44.93,123.18,30.51,93.09,6.42,146.89,coconut
83.66,42.82,118.43,30.14,92.33,6.67,166.15,coconut
80.67,52.95,129.19,30.55,93.33,6.39,157.59,coconut
81.61,43.64,109.33,29.13,92.87,6.1,171.76,coconut
63.59,45.93,134.97,30.5,93.22,6.56,182.78,coconut
77.51,48.16,109.95,29.27,92.41,6.33,149.96,coconut
61.82,55.73,116.87,30.02,93.44,6.59,175.99,coconut
69.73,43.0,118.49,29.57,91.2,6.82,158.97,coconut
74.96,41.28,123.51,29.96,91.97,7.04,169.98,coconut
70.39,44.39,121.02,32.3,93.7,6.65,138.19,coconut
65.75,47.02,99.94,30.59,91.05,6.99,162.9,coconut
72.83,38.35,109.42,26.41,92.6,6.45,171.7,coconut
117.0,65.79,62.98,26.05,80.58,6.61,84.11,cotton
120.12,61.95,48.07,27.64,78.39,6.9,86.44,cotton
109.16,68.53,62.71,24.61,77.57,6.88,88.28,cotton
116.75,67.02,68.4,27.32,79.3,6.53,88.02,cotton
119.14,58.71,49.87,25.14,79.48,6.66,78.35,cotton
121.78,53.46,57.54,26.57,80.52,6.97,82.51,cotton
95.65,68.69,71.33,23.8,80.72,6.85,73.87,cotton
111.56,38.84,67.45,24.68,80.93,7.15,91.0,cotton
125.43,66.33,55.49,25.1,80.54,6.86,84.62,cotton
118.09,70.92,64.32,27.19,81.61,6.72,84.43,cotton
125.29,57.53,71.63,24.08,80.34,6.6,75.61,cotton
122.4,65.37,63.85,24.25,78.45,6.8,80.58,cotton
131.12,65.7,61.61,25.07,75.09,6.69,79.26,cotton
115.94,60.27,47.24,24.81,80.91,6.74,87.91,cotton
95.47,65.6,60.3,25.15,78.18,6.24,76.2,cotton
131.54,67.43,51.78,26.94,81.65,6.88,68.1,cotton
106.4,51.11,64.96,27.19,79.33,7.17,83.1,cotton
121.37,62.57,61.14,26.15,79.41,6.6,78.79,cotton
108.33,64.63,65.2,22.36,79.32,7.04,81.67,cotton
130.13,67.57,57.46,23.21,82.21,6.6,73.1,cotton
136.12,55.8,55.38,23.84,79.29,6.77,77.39,cotton
120.79,50.64,59.0,25.49,81.32,6.72,91.82,cotton
108.49,59.51,72.06,23.68,78.59,6.66,79.6,cotton
143.38,53.18,59.24,25.36,81.74,6.52,73.01,cotton
125.64,57.68,60.7,24.26,79.39,6.53,77.93,cotton
116.88,62.62,51.6,26.61,82.37,7.0,76.65,cotton
126.47,71.32,62.05,24.67,78.83,6.52,85.26,cotton
135.34,58.88,68.57,24.68,79.78,6.6,81.07,cotton
143.88,57.45,60.54,25.49,81.46,7.29,93.25,cotton
113.56,68.81,59.49,25.17,82.13,6.78,87.56,cotton
86.11,68.27,53.74,24.54,79.36,6.83,88.31,cotton
131.46,60.71,57.88,26.19,78.9,6.56,83.02,cotton
126.42,45.14,58.25,24.56,81.67,6.55,92.55,cotton
120.75,56.19,56.22,24.52,80.52,6.51,77.67,cotton
118.23,68.41,62.06,24.78,78.63,6.68,87.84,cotton
143.7,62.04,56.0,22.72,77.24,7.1,92.42,cotton
130.48,59.29,57.02,25.56,80.66,6.6,80.15,cotton
122.02,62.17,64.17,26.37,80.77,6.63,95.24,cotton
109.32,56.13,60.7,26.17,82.29,6.94,72.22,cotton
127.72,53.11,66.11,24.13,81.42,6.68,102.06,cotton
96.49,60.63,54.19,25.3,77.7,6.75,90.99,cotton
104.52,52.74,67.44,23.63,78.47,6.43,95.2,cotton
123.08,65.58,55.83,26.14,79.69,6.93,77.42,cotton
111.14,75.42,62.37,25.59,82.58,6.32,89.42,cotton
110.6,63.94,54.32,26.69,79.41,6.21,90.41,cotton
125.45,60.86,66.31,27.21,79.97,6.99,99.24,cotton
108.95,52.88,64.76,22.8,81.57,6.72,85.24,cotton
114.22,62.53,58.52,25.34,79.5,7.26,94.23,cotton
109.37,61.61,63.39,24.56,81.04,6.66,81.19,cotton
134.97,60.33,62.91,27.57,80.78,6.88,64.81,cotton
127.74,58.51,44.81,24.44,80.97,6.64,86.95,cotton
111.78,59.42,57.58,27.72,81.83,6.81,88.87,cotton
98.07,62.63,59.36,24.65,81.14,6.67,101.36,cotton
121.44,60.82,52.04,27.26,80.26,6.88,86.57,cotton
127.41,61.16,68.94,27.7,81.1,6.47,83.86,cotton
129.85,61.46,62.87,25.52,82.38,6.75,81.9,cotton
119.68,60.16,48.42,26.16,79.27,6.52,76.81,cotton
116.51,43.15,57.33,26.81,79.46,6.44,76.84,cotton
119.91,48.87,53.25,25.27,78.04,6.74,86.92,cotton
111.46,54.83,56.26,24.89,82.17,6.54,89.23,cotton
111.88,64.13,60.38,25.76,77.81,6.89,95.04,cotton
141.31,62.79,49.27,24.75,78.86,6.75,86.51,cotton
122.06,67.09,52.55,25.64,76.63,6.86,76.59,cotton
123.16,75.36,65.14,28.21,77.73,6.73,87.64,cotton
107.13,61.43,55.95,24.19,78.73,6.61,75.54,cotton
118.8,72.29,54.59,24.11,80.2,6.95,102.65,cotton
140.91,77.92,66.39,27.38,79.95,6.81,86.98,cotton
135.87,66.7,61.02,26.0,78.23,6.6,80.27,cotton
135.27,62.53,65.12,26.63,77.18,6.78,99.11,cotton
125.22,58.85,51.46,29.09,81.8,6.97,81.68,cotton
112.36,53.92,59.1,24.34,82.32,7.18,91.84,cotton
127.25,58.46,61.2,24.29,83.9,6.86,95.17,cotton
98.34,66.17,64.86,27.04,79.88,7.31,88.08,cotton
120.02,63.31,55.94,24.95,80.07,6.06,89.65,cotton
133.85,56.46,66.48,26.3,81.86,6.55,101.11,cotton
116.65,64.95,58.58,22.56,78.74,6.84,78.14,cotton
111.69,52.98,53.74,23.02,77.87,6.55,90.0,cotton
98.28,60.36,72.24,24.41,80.54,6.95,82.4,cotton
160.48,56.5,68.46,26.14,80.41,6.57,89.76,cotton
104.84,62.62,56.12,27.11,79.49,6.82,88.12,cotton
107.78,58.34,59.67,23.94,79.67,6.84,89.99,cotton
133.02,62.22,58.93,24.27,83.22,6.33,91.03,cotton
128.56,66.22,75.41,26.18,80.9,6.87,92.03,cotton
109.32,68.58,57.7,23.08,81.82,6.67,96.15,cotton
124.0,63.38,56.98,26.79,80.6,6.8,85.31,cotton
118.33,52.48,58.05,28.82,82.42,6.88,73.75,cotton
120.86,59.98,61.57,26.22,81.58,6.73,78.86,cotton
97.05,54.58,66.79,28.57,80.89,6.72,87.06,cotton
85.54,50.12,50.68,23.67,80.36,6.89,64.54,cotton
146.79,66.98,65.59,24.13,78.65,6.85,79.06,cotton
136.71,63.61,59.4,27.65,79.77,6.64,75.01,cotton
107.36,72.77,62.61,24.32,77.79,6.84,77.7,cotton
108.9,59.69,58.14,24.04,80.43,6.58,92.14,cotton
118.89,57.71,64.38,26.02,80.78,7.04,90.31,cotton
124.7,62.14,56.4,25.77,82.56,6.94,80.82,cotton
103.78,58.6,53.01,27.05,81.67,7.05,81.27,cotton
93.25,51.78,61.89,27.14,80.95,6.78,86.11,cotton
124.6,72.8,62.56,25.49,81.07,6.38,85.18,cotton
103.24,66.29,58.41,26.22,77.98,7.33,78.6,cotton
125.43,67.43,55.63,25.44,79.81,6.88,64.75,cotton
80.03,47.92,47.82,30.41,81.84,6.42,166.78,jute
74.76,51.67,40.61,27.26,82.82,6.32,180.67,jute
93.0,40.41,50.74,30.54,81.77,6.32,203.63,jute
98.72,40.57,38.14,27.84,79.87,6.91,166.11,jute
79.53,40.53,33.78,32.61,81.14,6.33,195.95,jute
77.65,36.85,42.97,32.37,80.83,6.3,212.87,jute
92.95,39.52,53.3,27.05,83.92,6.38,201.73,jute
98.64,40.41,42.05,29.52,84.6,6.62,202.9,jute
96.32,42.84,44.41,33.15,87.95,6.6,184.08,jute
93.15,33.58,50.37,31.06,77.48,6.58,180.73,jute
79.77,47.95,53.5,29.37,78.18,6.39,195.63,jute
88.09,48.46,44.76,29.56,77.67,6.59,208.11,jute
102.8,44.57,42.03,32.89,81.56,6.74,221.1,jute
96.93,45.97,44.66,32.97,84.04,6.49,224.36,jute
85.11,40.43,47.81,29.68,80.78,6.56,213.04,jute
86.42,38.91,43.34,36.11,83.97,6.73,176.66,jute
97.4,45.08,46.59,26.71,88.11,6.35,213.82,jute
97.16,51.16,50.89,30.95,76.33,6.68,217.18,jute
89.26,47.05,46.13,28.54,78.35,6.57,225.21,jute
84.55,50.9,41.31,34.13,78.91,6.6,199.51,jute
83.35,50.09,43.78,29.18,85.6,6.48,190.96,jute
97.33,38.55,50.39,32.57,82.42,6.54,189.34,jute
95.23,51.63,46.22,26.94,89.59,6.71,203.55,jute
104.47,49.99,41.96,30.78,76.73,6.43,191.33,jute
100.6,46.43,49.68,30.55,87.75,6.47,189.73,jute
81.66,51.91,33.73,31.09,78.93,6.62,181.32,jute
85.39,44.06,48.84,32.41,85.36,6.49,187.41,jute
101.79,54.3,46.92,29.73,82.63,6.56,187.51,jute
92.12,43.7,41.0,35.81,81.68,6.6,193.01,jute
93.96,42.24,49.35,32.88,81.85,6.63,206.51,jute
89.34,46.02,49.43,30.27,78.4,6.17,220.58,jute
84.32,47.83,41.19,31.9,81.47,6.32,230.18,jute
92.84,48.15,46.13,29.01,78.94,6.82,180.22,jute
86.13,50.79,37.93,27.79,78.68,6.45,186.97,jute
82.05,43.64,51.61,28.29,87.23,6.59,178.6,jute
97.04,44.8,46.62,35.3,83.4,6.43,195.83,jute
78.86,45.81,40.98,32.57,79.6,6.72,172.53,jute
83.33,47.64,46.5,28.83,76.53,6.66,182.52,jute
96.98,45.37,44.21,29.23,86.42,6.41,149.7,jute
88.16,51.08,45.2,29.94,85.87,6.52,189.4,jute
86.66,44.48,46.8,33.62,81.44,6.69,190.53,jute
98.45,35.75,39.07,30.12,82.45,6.55,193.24,jute
77.32,48.47,31.2,30.59,78.2,6.56,199.84,jute
95.24,47.87,51.56,32.86,83.4,6.53,203.53,jute
106.53,44.9,44.11,27.23,81.57,6.59,221.09,jute
86.7,40.4,38.52,30.67,79.51,6.59,207.05,jute
99.89,51.32,47.24,26.24,78.44,6.65,186.45,jute
77.27,41.86,46.17,29.53,78.3,6.3,226.83,jute
99.26,39.27,32.82,30.83,77.65,6.55,191.05,jute
92.39,46.86,35.71,30.47,75.94,6.52,207.73,jute
88.11,48.97,48.79,33.83,74.43,6.55,216.82,jute
94.39,43.83,48.37,31.81,86.34,6.73,163.71,jute
88.59,50.68,42.52,30.94,80.93,6.26,163.4,jute
109.46,38.21,42.71,31.55,82.08,6.41,209.27,jute
106.19,50.79,40.71,30.31,79.01,6.53,207.65,jute
88.73,48.07,42.74,30.7,88.38,6.8,186.29,jute
69.71,39.88,51.2,29.06,80.27,6.5,214.34,jute
87.71,42.65,39.1,30.39,79.93,6.53,207.49,jute
84.11,52.97,44.93,34.42,75.98,6.38,179.54,jute
67.72,40.69,43.13,28.29,83.2,6.61,190.6,jute
95.89,41.34,45.35,27.83,76.46,6.51,176.44,jute
84.15,53.48,51.42,31.01,86.64,6.55,216.5,jute
93.88,44.95,39.26,25.13,78.32,6.53,199.12,jute
83.0,48.16,47.2,32.44,78.32,6.74,198.7,jute
106.28,38.25,54.44,33.22,78.87,6.45,199.96,jute
103.51,44.73,33.2,30.64,83.78,6.48,209.93,jute
90.74,36.93,50.19,29.38,85.93,6.49,205.82,jute
87.02,41.39,44.92,30.47,79.98,6.37,163.26,jute
90.27,38.63,49.2,33.55,84.31,6.47,194.59,jute
84.32,46.6,41.72,31.81,80.59,6.55,190.22,jute
89.01,46.71,38.4,31.44,85.26,6.55,197.42,jute
80.57,45.35,36.55,31.67,76.95,6.38,170.81,jute
95.27,49.1,45.63,31.01,82.91,6.79,193.84,jute
92.02,46.07,46.63,28.51,81.81,6.47,190.45,jute
86.42,37.3,49.58,28.72,83.62,6.37,221.49,jute
86.85,42.35,49.81,31.88,76.06,6.44,190.17,jute
84.17,45.97,47.81,28.49,78.17,6.71,226.68,jute
82.0,46.69,42.16,29.45,85.5,6.43,201.59,jute
74.44,40.63,46.16,31.02,79.66,6.29,213.32,jute
79.98,39.29,49.45,29.57,74.03,6.6,203.42,jute
102.73,38.7,45.1,31.2,82.63,6.34,218.53,jute
95.59,50.28,48.06,31.9,81.44,6.2,190.54,jute
101.17,46.59,46.44,29.49,81.29,6.25,207.98,jute
93.01,40.1,46.86,29.91,78.98,6.51,181.51,jute
76.87,30.74,44.32,30.98,80.78,6.5,198.12,jute
88.1,45.45,43.84,28.9,85.04,6.58,179.32,jute
95.64,46.61,47.18,30.21,80.87,6.3,179.72,jute
102.71,44.93,38.19,29.26,70.23,6.4,222.98,jute
93.28,39.31,43.97,32.24,82.26,6.68,214.81,jute
101.9,41.02,43.98,26.83,79.21,6.68,225.21,jute
86.62,51.76,49.71,31.06,83.45,6.54,222.23,jute
92.22,48.89,45.07,30.55,83.07,6.41,213.25,jute
77.77,44.39,39.67,32.06,80.17,6.59,198.54,jute
97.14,41.8,51.62,27.82,84.61,6.54,184.22,jute
105.28,47.06,43.83,29.99,80.9,6.67,213.17,jute
79.95,38.52,39.06,33.51,80.5,6.24,170.26,jute
95.69,43.54,48.63,31.17,81.63,6.52,175.42,jute
101.94,49.52,49.48,30.29,79.94,6.41,190.85,jute
93.89,42.55,50.57,29.69,83.64,6.42,179.59,jute
101.78,43.21,44.68,30.36,81.92,6.74,210.3,jute
83.87,42.16,48.1,23.98,96.85,5.76,191.81,coffee
93.22,45.24,50.21,21.07,96.72,5.97,179.81,coffee
91.94,49.19,45.37,20.62,98.58,5.78,187.77,coffee
117.42,41.4,47.99,21.51,96.1,6.03,196.35,coffee
84.08,47.06,42.95,19.74,97.22,5.87,235.5,coffee
84.42,47.08,45.31,19.9,98.1,5.97,213.57,coffee
73.68,40.8,33.82,21.34,97.69,5.73,185.62,coffee
99.38,41.87,44.98,23.43,97.42,6.18,196.79,coffee
91.75,43.45,44.48,20.95,97.39,5.95,207.42,coffee
84.11,47.96,43.28,21.69,96.72,6.06,188.67,coffee
83.75,52.21,42.21,22.44,97.74,6.06,218.69,coffee
97.58,37.12,43.69,22.13,96.48,5.91,193.12,coffee
78.24,41.09,46.12,22.93,96.89,6.08,205.24,coffee
110.45,49.91,38.66,26.17,96.99,5.85,187.22,coffee
90.47,40.55,40.73,23.04,96.65,6.0,168.5,coffee
83.52,45.57,44.54,23.1,98.92,6.04,199.93,coffee
103.6,50.4,46.99,22.23,95.95,5.78,200.57,coffee
99.73,37.33,46.35,21.35,98.18,6.08,198.89,coffee
88.36,39.88,51.96,21.56,97.68,6.16,202.34,coffee
84.82,49.03,46.54,22.5,97.68,5.72,195.35,coffee
87.14,51.06,45.76,23.65,95.93,6.05,176.03,coffee
81.3,42.45,46.68,20.63,95.54,5.84,187.72,coffee
99.81,47.44,42.35,23.44,99.12,6.21,188.94,coffee
71.42,43.35,50.83,18.5,98.26,6.11,179.36,coffee
91.59,40.53,39.99,21.6,96.15,6.12,224.56,coffee
94.42,46.95,46.75,21.58,97.34,6.11,202.86,coffee
102.1,44.63,46.44,23.56,97.77,5.95,202.7,coffee
88.3,48.13,49.54,19.97,98.75,6.08,206.08,coffee
94.18,55.47,39.31,24.64,96.97,5.99,182.72,coffee
84.96,48.02,40.7,17.17,96.82,5.65,166.95,coffee
94.05,41.39,47.41,21.25,97.15,6.2,213.14,coffee
62.08,45.87,40.5,21.84,99.16,6.23,185.81,coffee
79.93,44.09,46.7,24.53,97.18,5.94,212.83,coffee
95.78,44.65,44.11,22.63,96.61,6.22,199.06,coffee
97.59,46.64,34.55,19.23,97.3,5.82,199.0,coffee
108.14,39.47,48.87,16.85,96.62,5.8,211.14,coffee
97.2,35.57,39.79,18.1,96.62,5.78,199.37,coffee
74.99,45.68,35.21,23.73,98.04,6.18,223.06,coffee
77.5,41.6,42.44,20.99,96.86,5.94,204.86,coffee
69.31,36.97,41.25,24.84,95.88,6.06,194.93,coffee
99.64,37.32,46.47,25.22,97.65,5.83,160.98,coffee
80.06,51.57,47.35,24.24,97.65,6.13,219.71,coffee
79.97,46.38,50.57,19.54,97.77,6.1,150.05,coffee
77.77,45.94,51.77,20.04,98.59,6.2,186.78,coffee
99.74,41.39,41.47,19.18,99.03,6.03,199.72,coffee
90.77,42.13,49.24,18.34,95.48,6.18,187.59,coffee
87.74,45.5,47.94,17.93,96.32,6.16,190.98,coffee
88.45,43.82,43.12,18.82,97.16,5.87,219.47,coffee
96.2,43.38,36.58,20.01,98.78,6.18,221.0,coffee
